Id,Score,Col_1,Col_2,Col_3,Col_4,Col_5,Col_6,Col_7,Col_8,Col_9,Col_10,Col_11,Col_12,Col_13,Col_14,Col_15,Col_16,Col_17,Col_18,Col_19,Col_20,Col_21,Col_22,Col_23,Col_24,Col_25,Col_26,Col_27,Col_28,Col_29,Col_30,Col_31,Col_32
25600,7,9,1,b,a,0,3,15,c,b,13,d,h,1,13,r,6,f,1,0,a,5,a,1,b,a,1,f,a,b,10,12,b
25601,4,21,5,a,a,0,4,12,d,b,5,c,a,1,80,e,10,c,1,3,b,3,a,1,b,a,17,j,a,b,5,15,b
25602,6,21,6,b,a,0,3,12,a,b,5,d,f,1,50,k,23,f,1,0,a,3,b,1,b,a,5,g,a,b,10,9,a
25603,2,6,10,c,b,0,1,18,e,b,17,c,h,1,74,i,11,c,1,0,a,6,b,1,b,b,3,b,a,b,5,9,b
25604,1,4,1,a,a,0,2,4,e,b,15,a,d,1,92,b,13,b,2,1,b,6,b,1,b,a,10,b,a,b,15,9,b
25605,1,10,1,a,a,0,2,6,d,d,2,c,h,1,70,b,7,a,1,5,b,3,a,1,b,a,8,b,a,b,5,18,a
25606,2,6,10,a,a,0,4,2,c,b,17,c,f,1,43,b,8,b,2,0,a,6,a,1,b,a,4,b,a,b,10,3,b
25607,1,15,1,a,a,0,1,7,e,b,3,d,h,2,85,j,9,g,2,9,b,0,a,3,b,a,15,h,a,b,10,18,b
25608,1,16,6,c,b,0,2,5,e,b,19,d,a,0,75,j,10,i,0,2,a,3,a,1,b,b,10,f,a,b,10,9,b
25609,1,21,6,a,a,0,3,14,c,b,0,c,f,1,51,i,8,c,2,5,b,3,a,1,b,a,8,j,a,a,5,18,b
25610,4,14,0,c,a,0,4,13,e,b,17,e,f,0,68,r,9,i,0,7,a,5,b,3,b,a,16,h,a,b,5,18,a
25611,1,11,0,a,a,0,2,13,e,b,12,c,f,1,17,e,16,c,4,0,b,3,a,2,b,a,5,j,a,b,5,18,b
25612,5,6,6,a,a,0,4,2,a,b,16,c,f,1,38,i,10,f,3,0,b,5,a,1,b,a,6,b,b,b,15,0,a
25613,1,1,6,a,b,0,0,5,e,b,17,e,f,1,94,j,7,i,1,1,a,6,b,1,b,b,14,f,a,b,10,9,b
25614,2,5,5,a,a,0,3,11,d,b,17,d,a,0,54,k,11,g,0,2,a,6,a,1,b,a,9,f,e,b,5,18,b
25615,18,17,1,c,b,0,3,18,d,b,10,d,a,2,24,k,13,i,4,3,a,1,a,1,b,b,16,f,a,b,10,18,b
25616,5,16,1,a,b,0,5,10,c,b,13,c,f,1,71,i,12,c,1,2,a,1,b,2,b,b,13,j,a,b,10,12,b
25617,2,5,10,b,a,0,3,3,c,b,0,c,a,2,55,i,7,b,2,0,b,3,b,3,b,a,11,b,a,b,15,15,a
25618,4,14,6,a,b,0,0,4,c,b,17,c,f,1,95,i,6,a,1,1,b,6,a,1,b,b,11,b,a,b,0,0,b
25619,4,16,1,a,b,0,0,14,d,b,11,d,a,1,80,k,14,g,2,2,a,5,a,1,d,b,6,h,a,b,10,9,b
25620,14,9,10,a,a,0,0,10,e,b,8,d,f,0,49,n,12,i,0,3,b,5,a,1,c,a,13,h,b,b,15,18,b
25621,5,18,6,b,a,0,1,8,a,b,0,d,h,1,21,r,11,f,2,0,a,1,a,1,b,a,1,k,a,b,10,9,a
25622,2,12,1,a,b,0,1,5,e,b,22,c,a,1,72,b,7,a,1,2,a,6,a,3,b,b,9,b,a,b,10,9,b
25623,20,11,5,c,a,0,1,17,e,b,15,d,f,1,64,r,9,i,1,0,a,0,a,1,b,a,6,f,a,c,0,12,b
25624,1,6,1,a,a,0,4,6,e,b,6,c,a,1,90,b,8,a,3,0,a,2,b,3,b,a,10,b,a,b,10,18,b
25625,5,14,1,b,a,0,1,12,a,b,14,c,f,0,46,b,8,c,0,0,b,3,a,1,b,a,13,b,a,b,5,12,a
25626,4,13,10,a,a,0,4,5,e,b,1,d,c,0,74,r,9,i,0,0,b,6,a,3,b,a,13,h,a,b,5,3,b
25627,1,17,10,b,a,0,1,10,a,b,18,c,f,1,33,e,12,f,3,0,a,5,a,1,b,a,3,b,a,b,15,6,a
25628,2,11,10,c,b,0,0,12,e,b,17,d,h,1,88,r,10,i,1,0,a,5,a,1,c,b,9,f,a,b,15,12,b
25629,2,7,10,a,b,0,5,4,e,b,15,d,a,1,58,k,8,g,1,0,a,1,a,1,b,b,6,h,a,b,5,0,b
25630,2,11,1,a,a,0,4,7,a,b,12,d,b,1,79,k,19,i,2,1,b,4,b,1,b,a,3,f,a,b,10,15,a
25631,7,16,5,b,a,0,0,1,d,b,3,a,f,1,45,b,8,b,1,0,a,2,a,1,b,a,13,j,a,b,10,3,b
25632,1,17,1,a,b,0,3,8,e,b,18,c,h,0,59,i,11,c,0,3,a,2,a,1,b,b,10,a,a,b,10,18,b
25633,1,5,6,b,a,0,3,6,e,b,9,c,a,0,49,b,7,a,1,0,a,2,a,1,b,a,5,b,a,b,10,18,b
25634,2,11,1,a,a,0,2,9,e,b,16,d,f,1,74,l,10,i,1,8,a,5,a,1,b,a,10,f,a,b,15,18,b
25635,1,19,6,a,a,0,4,11,e,b,0,c,a,3,5,b,22,c,3,5,a,0,a,3,b,a,12,b,a,a,5,6,b
25636,4,7,1,a,b,0,5,5,e,b,20,e,g,1,81,q,9,g,1,3,b,2,b,3,b,a,12,f,a,b,10,0,b
25637,1,1,10,b,a,0,0,5,d,b,12,c,c,1,61,b,15,a,1,0,b,3,a,1,d,a,3,b,a,b,15,12,b
25638,7,20,10,c,a,0,0,1,e,b,23,d,b,1,53,j,18,i,0,4,a,4,a,1,b,a,19,f,a,b,10,15,b
25639,1,21,1,b,a,0,2,17,a,b,3,d,f,1,24,r,17,f,1,0,b,2,a,1,b,a,0,h,a,b,15,15,a
25640,5,15,1,a,b,0,1,12,d,b,1,d,a,1,72,r,13,g,2,4,a,0,a,3,b,b,5,h,a,b,5,3,b
25641,2,21,6,a,a,0,1,9,d,b,4,c,f,1,9,i,13,c,6,1,b,3,a,3,b,a,2,j,a,b,15,15,a
25642,1,5,10,b,a,0,3,2,a,b,0,c,a,1,64,i,10,b,1,0,a,5,a,1,b,a,2,j,a,b,15,15,a
25643,8,5,1,a,a,0,0,3,e,b,5,d,a,1,60,r,9,g,1,3,a,4,b,3,b,a,5,f,a,b,5,18,b
25644,2,5,1,a,b,0,3,3,e,b,15,c,f,0,62,b,7,a,0,3,b,5,a,1,b,b,12,a,a,b,5,9,b
25645,1,18,5,a,b,1,5,10,e,d,6,d,f,1,71,k,9,i,1,7,a,4,a,1,b,b,10,h,a,b,10,12,b
25646,6,6,10,a,b,0,0,15,e,c,10,c,a,1,83,d,11,b,1,1,a,5,b,2,b,a,3,a,a,a,5,6,b
25647,12,17,1,a,b,0,1,5,e,b,0,c,a,1,92,b,9,b,2,11,a,6,a,3,b,b,18,b,a,b,0,12,b
25648,2,4,6,a,a,0,2,10,a,d,18,c,h,0,67,d,11,a,0,1,a,5,a,1,b,a,2,j,a,b,15,9,a
25649,5,2,1,a,a,0,1,15,e,c,20,c,a,0,78,i,9,f,2,11,b,5,a,1,b,a,21,b,a,b,15,18,b
25650,2,18,6,a,a,0,4,8,c,c,7,d,a,1,88,k,17,g,2,8,a,5,b,3,b,a,10,f,a,b,15,12,b
25651,1,17,10,b,a,0,5,6,a,b,3,d,a,1,40,r,8,f,1,0,b,2,a,1,b,a,14,f,a,b,15,6,a
25652,7,3,6,a,a,0,2,13,a,b,20,d,f,0,62,l,8,i,0,2,a,6,a,1,b,a,3,f,a,b,5,3,a
25653,5,19,6,a,b,0,3,10,e,b,18,d,f,1,85,r,26,i,3,5,b,6,a,1,b,b,14,h,a,a,15,9,b
25654,1,16,10,a,a,0,3,5,a,b,20,d,f,1,83,r,8,i,1,9,b,1,a,1,b,a,19,f,a,b,5,18,a
25655,1,2,6,b,a,0,1,4,a,b,6,c,c,0,73,g,8,a,0,0,a,5,a,1,b,a,0,c,c,b,15,9,a
25656,1,2,10,a,a,0,1,18,e,b,2,c,f,1,9,i,6,a,3,0,b,2,b,1,b,a,2,b,a,b,10,12,b
25657,1,20,5,a,b,0,0,11,e,b,21,d,a,2,87,m,18,g,2,9,b,5,a,1,b,b,15,h,e,b,15,18,b
25658,4,17,10,b,a,0,5,11,a,b,4,c,f,1,55,a,9,c,2,0,b,0,a,1,b,a,4,j,a,b,15,15,a
25659,2,19,10,a,b,0,1,14,a,b,13,c,f,1,49,a,10,b,3,2,b,2,a,1,b,b,8,a,a,b,5,9,a
25660,6,14,6,a,b,1,0,14,e,b,21,c,f,3,93,i,7,c,3,1,a,3,a,1,b,b,10,b,a,b,0,6,b
25661,7,0,10,c,a,0,0,4,d,d,8,d,b,1,24,r,8,i,1,0,a,0,a,1,c,a,18,f,e,c,15,0,b
25662,2,7,6,a,a,0,5,3,e,b,17,d,f,2,67,r,10,i,2,2,a,2,b,2,b,a,12,h,a,b,0,15,b
25663,4,11,10,a,a,0,1,4,c,b,19,e,b,0,55,r,5,i,0,3,a,3,a,3,b,a,6,h,a,b,15,9,b
25664,23,16,6,a,a,0,5,17,a,b,3,d,a,0,66,r,9,g,0,11,b,3,b,1,b,a,19,f,a,c,0,6,a
25665,4,7,1,a,a,0,4,7,d,b,4,d,f,1,55,k,10,i,3,0,a,5,b,1,b,a,8,f,a,b,5,18,b
25666,4,13,1,a,a,0,1,3,e,b,16,c,h,1,85,b,12,f,1,9,b,6,a,2,b,a,18,b,a,b,5,9,b
25667,1,16,5,a,a,0,3,5,a,b,10,c,a,1,91,b,8,a,1,10,b,1,a,3,b,a,19,a,a,b,0,12,a
25668,5,20,10,a,a,0,1,18,a,b,19,d,c,1,65,k,24,i,3,0,a,0,b,1,b,a,7,h,a,b,5,18,a
25669,1,3,6,e,a,0,2,16,a,b,1,d,f,0,51,k,9,f,0,0,b,5,a,1,b,a,10,h,a,b,5,18,a
25670,10,18,6,a,a,0,1,4,e,b,16,c,f,1,72,e,9,d,2,3,a,3,b,3,b,a,4,b,a,a,5,9,b
25671,1,17,1,a,b,1,3,2,e,b,4,d,a,2,97,n,14,i,5,6,a,5,a,1,b,b,17,f,a,b,10,0,b
25672,5,9,10,a,b,0,0,8,e,d,19,a,a,1,90,b,12,f,3,0,a,3,a,3,b,a,6,b,a,b,15,9,b
25673,1,23,0,a,a,0,4,7,c,b,5,c,f,1,89,f,16,c,3,2,a,5,a,1,d,a,7,j,a,b,10,9,b
25674,1,6,1,a,b,0,4,9,e,b,9,c,e,1,77,i,17,f,1,7,a,6,a,1,b,b,4,j,a,b,5,15,b
25675,2,2,6,a,a,0,1,3,d,b,15,d,a,2,44,r,8,h,3,2,a,6,a,3,b,a,7,f,a,b,15,18,b
25676,1,20,1,a,b,1,4,10,d,d,16,d,c,3,57,p,16,i,6,4,a,1,b,1,b,b,5,f,a,b,10,9,b
25677,2,17,1,a,a,0,2,1,e,b,22,d,b,0,49,j,13,i,1,1,a,6,a,3,b,a,8,h,a,a,10,6,b
25678,5,18,10,c,a,0,5,0,d,b,20,c,b,1,37,a,16,b,1,8,a,5,a,1,b,a,11,j,a,b,15,9,b
25679,2,14,10,a,a,0,2,13,e,b,8,d,h,1,91,n,16,g,1,9,a,0,a,1,b,a,19,f,a,b,15,15,b
25680,1,18,10,b,a,0,5,17,d,b,10,c,f,1,93,a,10,c,1,6,a,6,a,1,b,a,13,j,a,b,5,9,b
25681,2,16,1,b,a,0,6,8,a,b,15,d,a,1,45,n,11,f,2,0,a,2,a,1,b,a,10,f,a,b,5,18,a
25682,1,15,1,a,a,0,3,6,c,b,24,d,a,0,56,r,8,g,2,2,b,5,b,3,b,a,10,h,a,b,5,9,b
25683,1,16,10,a,a,0,3,15,e,b,0,d,f,1,25,k,5,i,3,3,a,3,b,1,b,a,9,l,a,b,15,12,b
25684,7,18,6,a,b,0,0,15,d,b,21,c,a,1,90,b,13,b,1,2,a,6,b,1,b,b,7,b,a,d,10,15,b
25685,5,6,1,b,a,0,4,10,a,b,16,d,f,1,59,j,18,f,1,0,b,1,a,1,b,a,2,f,a,b,5,9,a
25686,4,6,6,b,a,0,2,16,a,b,16,d,f,0,36,k,6,f,0,0,b,6,a,2,b,a,2,h,a,a,15,9,a
25687,9,4,1,a,a,0,3,18,a,b,15,c,f,0,6,e,12,f,1,2,a,4,a,1,b,a,9,b,a,b,5,18,a
25688,1,7,1,a,a,0,1,16,a,b,4,c,f,1,14,b,7,a,1,5,a,0,a,1,b,a,13,b,a,b,5,12,a
25689,2,2,6,a,a,0,0,14,d,b,0,c,f,1,48,h,11,f,4,2,b,3,b,1,b,a,4,b,a,b,0,9,b
25690,4,16,0,a,a,0,1,9,e,b,8,c,f,1,25,b,10,f,1,4,b,1,a,1,b,a,11,j,a,c,10,12,b
25691,1,20,10,a,a,0,5,12,e,b,13,d,f,0,79,k,17,i,0,2,b,4,b,2,b,a,10,h,a,b,10,18,b
25692,2,4,6,a,a,0,0,13,a,b,0,e,f,1,69,k,9,i,2,2,a,5,b,1,b,a,8,f,a,b,10,15,a
25693,3,9,5,c,b,0,6,10,e,b,1,c,f,1,54,e,11,c,1,2,a,1,b,1,b,b,11,j,a,b,15,3,b
25694,1,17,10,c,b,0,1,14,e,b,13,d,f,1,77,m,9,i,1,0,b,3,a,1,b,b,12,f,a,b,15,15,b
25695,1,16,6,a,a,0,3,3,d,b,19,d,a,0,66,r,9,g,2,3,b,3,b,3,b,a,8,f,a,b,5,9,b
25696,5,2,5,a,a,0,1,13,c,b,11,d,a,2,78,k,11,g,2,2,a,2,a,2,b,a,4,h,a,b,10,12,b
25697,5,18,10,a,a,0,0,18,e,b,3,d,a,3,31,m,17,g,3,11,a,1,a,2,b,a,16,f,a,b,10,9,b
25698,21,14,6,d,a,0,5,14,d,b,0,d,a,1,38,k,16,f,1,0,b,6,a,1,b,a,12,g,a,b,5,15,b
25699,1,20,1,c,b,0,6,11,e,b,13,d,c,1,63,k,9,i,1,0,a,0,a,1,b,b,7,f,a,b,10,12,b
25700,1,9,1,a,a,0,3,3,d,b,16,c,f,1,88,b,8,c,1,6,a,6,b,2,b,a,14,b,a,b,10,3,b
25701,2,16,1,a,a,0,0,7,e,b,15,c,f,0,35,b,11,c,0,2,a,0,a,2,b,a,10,b,a,b,10,18,b
25702,2,15,1,a,b,0,2,7,e,b,20,c,f,0,86,a,10,c,0,1,b,3,b,1,b,b,13,b,a,b,10,3,b
25703,8,0,6,a,a,0,0,12,e,b,17,d,f,1,1,k,11,i,1,0,b,5,b,3,b,a,8,g,a,b,5,3,b
25704,4,5,1,a,a,0,3,8,c,b,2,d,c,0,57,r,15,i,0,0,a,0,a,3,b,a,11,f,a,b,5,18,b
25705,4,19,6,a,a,0,0,8,c,b,4,c,f,3,38,e,9,c,3,8,b,4,a,1,b,a,13,j,a,b,5,15,b
25706,1,22,1,c,b,0,4,12,e,b,10,c,f,2,93,i,15,c,2,0,a,5,a,1,b,b,6,j,a,b,5,12,b
25707,17,14,6,a,a,0,5,16,a,d,9,d,f,0,18,r,7,i,0,1,b,2,b,3,b,a,1,f,a,b,5,15,a
25708,1,5,1,a,a,0,4,0,c,b,20,c,b,2,37,c,14,a,0,0,a,6,b,3,b,a,19,j,f,b,10,0,b
25709,1,13,10,a,a,0,6,1,e,b,21,c,b,1,46,b,14,a,2,2,a,3,a,2,b,a,8,b,a,b,10,18,b
25710,2,2,1,b,a,0,1,18,a,b,3,a,a,0,29,e,26,f,3,0,b,6,a,3,d,a,4,b,a,b,10,18,a
25711,1,22,0,a,b,0,6,12,e,b,14,c,c,0,64,i,13,c,0,2,b,1,a,1,b,b,8,b,a,b,15,6,b
25712,10,19,1,a,a,0,1,13,a,b,4,d,c,0,64,r,19,i,0,11,b,0,a,1,b,a,20,f,a,b,5,9,a
25713,4,3,10,a,a,0,0,5,e,b,19,d,f,0,77,l,8,i,0,2,b,5,a,3,b,a,10,h,a,b,5,9,b
25714,1,12,5,a,a,0,1,1,e,b,22,d,b,1,48,r,13,i,4,0,b,0,a,1,a,a,12,f,f,b,10,9,b
25715,4,17,10,a,a,0,1,18,e,b,3,d,a,1,41,r,18,i,1,10,b,5,a,3,a,a,16,l,a,b,10,3,b
25716,7,18,6,a,a,0,0,0,d,b,20,d,f,1,33,k,14,i,0,11,b,3,a,3,b,a,13,f,g,b,5,12,b
25717,1,5,5,a,a,0,2,11,a,b,0,c,f,1,31,e,17,c,1,1,a,6,b,1,b,a,11,j,a,b,15,18,a
25718,4,15,6,a,a,0,1,7,c,b,8,d,f,1,86,k,13,i,1,10,a,3,a,1,b,a,17,g,a,c,10,6,b
25719,1,9,10,c,b,0,6,9,e,b,17,d,f,1,67,m,18,i,1,0,a,5,a,3,b,b,15,f,a,b,0,9,b
25720,1,2,0,a,a,0,1,4,e,b,19,c,b,1,19,b,7,a,1,0,a,3,a,2,b,a,1,b,f,b,10,18,b
25721,1,8,10,a,a,0,3,6,e,b,2,d,a,1,63,n,7,i,1,1,a,2,a,3,b,a,18,f,a,b,15,9,b
25722,12,17,6,b,a,0,6,8,a,b,5,c,f,0,72,i,8,c,2,0,a,5,b,1,b,a,4,b,a,b,15,9,a
25723,2,17,6,b,a,0,5,14,a,b,1,a,a,1,52,b,16,f,1,9,a,0,a,1,b,a,13,b,a,a,5,9,a
25724,8,16,1,a,a,0,6,8,e,b,12,d,a,1,90,r,8,g,1,4,b,4,a,1,b,a,10,f,a,b,10,15,b
25725,1,16,10,c,a,0,1,5,e,b,18,d,a,0,49,m,7,i,0,0,b,2,a,3,b,a,11,f,a,b,15,18,b
25726,1,11,10,a,a,0,7,1,e,b,1,c,b,1,83,b,9,b,2,4,b,1,a,1,b,a,8,b,a,b,15,9,b
25727,2,18,10,a,a,0,1,14,a,b,20,f,f,3,40,k,14,i,4,7,a,5,a,1,b,a,14,f,a,b,15,18,a
25728,2,1,6,a,a,0,0,5,e,a,18,d,f,1,55,k,11,i,2,5,a,0,a,1,b,a,10,h,a,b,15,9,b
25729,9,14,1,a,b,1,1,9,e,b,16,d,h,3,68,k,9,g,3,0,b,2,a,1,b,b,6,f,a,b,15,9,b
25730,1,17,10,b,a,0,1,8,a,b,0,c,a,0,72,i,12,c,0,0,a,0,a,1,b,a,10,b,a,b,15,18,a
25731,1,15,6,a,a,0,0,2,e,b,2,d,f,1,51,n,11,i,1,0,b,5,a,1,b,a,5,f,a,b,15,9,b
25732,9,2,6,d,a,0,1,8,e,b,0,c,e,0,46,i,14,c,4,5,a,3,a,3,b,a,13,j,a,b,10,18,b
25733,4,6,10,a,a,0,4,8,e,b,7,d,f,0,44,n,10,i,0,0,b,3,b,1,b,a,4,k,a,b,5,12,b
25734,1,21,1,a,a,0,1,13,e,b,7,d,f,1,66,j,17,i,3,6,b,2,a,3,b,a,10,f,a,b,5,6,b
25735,3,11,0,a,b,0,3,4,e,b,1,c,b,1,88,i,6,a,1,3,a,6,b,2,b,b,13,j,a,b,5,3,b
25736,1,2,1,b,a,0,1,2,a,b,1,a,a,0,55,f,27,f,1,0,a,5,a,3,b,a,5,b,a,b,10,15,a
25737,1,18,1,b,a,0,1,18,a,b,12,d,f,0,45,j,9,f,0,0,a,0,b,1,b,a,14,h,a,b,15,18,a
25738,2,12,10,a,a,0,3,10,e,b,18,c,f,1,50,e,11,a,4,3,b,3,a,3,c,a,5,j,a,d,15,6,b
25739,1,13,10,c,b,0,0,6,e,b,16,c,a,0,64,b,10,a,0,1,b,5,a,1,b,b,4,b,a,b,10,18,b
25740,2,17,0,c,b,0,4,8,e,b,17,c,h,0,88,b,9,a,0,0,b,0,b,1,b,b,9,b,a,b,10,12,b
25741,1,7,6,a,a,0,4,3,e,b,12,d,f,1,57,k,6,i,1,0,a,2,b,1,b,a,6,f,a,b,15,18,b
25742,4,14,10,a,b,0,0,5,e,b,14,c,a,1,40,i,10,a,1,4,b,5,a,1,b,b,3,j,a,b,15,0,b
25743,2,16,10,a,a,0,1,7,e,b,18,d,a,1,88,k,15,g,1,1,b,3,a,1,b,a,4,h,a,b,5,3,b
25744,4,6,10,c,b,0,4,1,e,b,22,d,b,1,50,m,11,i,1,0,a,3,a,1,b,b,8,f,f,a,10,15,b
25745,9,17,5,a,b,0,0,6,c,b,15,a,a,1,54,b,9,a,2,2,a,6,b,3,b,a,5,a,a,b,0,12,b
25746,11,15,10,a,a,0,0,14,c,b,3,a,f,1,86,e,9,f,1,10,a,6,b,1,b,a,13,b,a,c,10,15,b
25747,7,21,6,a,a,0,3,2,a,c,8,d,f,0,90,q,18,i,0,0,a,1,a,1,b,a,12,f,a,b,5,18,a
25748,2,16,5,a,a,0,1,3,e,b,19,a,b,1,14,b,10,a,3,1,b,3,a,1,b,a,10,b,a,b,10,18,a
25749,5,11,6,a,b,0,0,3,e,b,12,c,f,1,87,i,7,a,1,0,a,2,a,3,b,b,17,b,a,b,10,18,b
25750,4,2,0,a,b,0,1,3,c,b,17,c,c,1,72,b,7,a,1,2,b,5,a,3,b,b,7,b,a,b,0,18,b
25751,1,2,6,a,a,0,1,16,e,b,21,c,f,4,51,b,6,b,4,0,a,5,b,3,b,a,7,b,a,b,5,0,b
25752,3,15,10,a,a,0,0,2,e,b,20,d,f,0,53,r,10,i,0,5,b,0,a,1,b,a,12,f,a,b,15,15,b
25753,3,1,1,a,a,0,0,11,a,b,8,c,c,0,35,i,32,f,0,1,a,0,a,1,b,a,13,j,a,b,10,12,a
25754,2,3,10,a,a,0,2,14,a,b,7,a,c,0,59,i,23,c,0,9,b,4,b,1,b,a,16,b,a,b,10,6,a
25755,4,11,1,b,a,0,2,0,e,b,20,c,b,1,21,c,9,a,1,0,a,5,b,2,c,a,4,b,a,b,0,6,a
25756,1,1,0,b,a,0,0,6,e,b,3,d,f,1,27,r,10,f,1,0,a,0,a,3,b,a,1,g,a,b,5,9,b
25757,2,17,1,a,a,0,3,5,e,b,23,c,a,0,96,b,8,a,0,0,a,6,a,1,b,a,17,b,a,b,10,6,a
25758,5,8,1,a,a,0,2,16,e,b,2,d,h,1,48,k,6,g,1,6,a,4,a,1,b,a,12,h,a,a,0,0,b
25759,1,7,1,a,a,0,4,10,e,b,1,c,d,1,97,i,16,d,1,5,b,0,a,1,b,a,10,a,a,b,15,9,b
25760,4,17,10,b,a,0,0,0,e,b,22,a,f,1,50,d,17,a,1,2,a,5,a,1,c,a,14,j,a,b,5,18,b
25761,1,18,10,a,a,0,1,14,a,b,20,d,e,1,43,k,9,i,2,1,a,5,b,1,b,a,3,h,a,b,5,6,a
25762,4,18,1,a,a,0,3,1,e,d,21,c,b,1,45,d,11,a,1,2,a,2,a,0,b,a,3,a,a,a,5,12,b
25763,7,17,1,a,a,0,2,8,a,b,15,e,f,1,33,j,9,i,2,6,a,3,b,1,b,a,9,f,a,b,5,18,a
25764,2,14,6,b,b,0,4,2,a,b,12,c,f,1,60,d,16,f,1,0,b,0,b,1,b,a,3,j,b,b,15,9,a
25765,8,12,1,a,b,0,0,15,d,b,19,d,f,1,75,r,8,i,1,2,a,3,a,2,b,b,14,h,b,b,10,6,b
25766,19,4,6,a,a,0,0,7,e,b,22,d,f,0,53,k,16,i,0,3,a,5,b,1,b,a,5,h,a,b,0,9,b
25767,1,14,10,c,b,0,4,13,e,b,18,c,f,3,72,i,13,a,5,4,a,5,a,1,b,b,8,b,a,b,15,0,b
25768,1,20,10,a,b,0,2,13,e,d,24,d,f,1,93,r,16,i,1,3,a,6,a,3,b,b,8,f,a,b,10,6,b
25769,1,16,0,a,a,0,6,8,a,b,7,d,a,1,72,r,11,g,3,4,b,5,a,1,b,a,9,h,a,b,10,18,a
25770,4,6,10,a,a,0,4,8,c,b,2,c,f,1,96,b,9,f,1,4,a,5,b,1,b,a,13,b,a,a,5,9,b
25771,13,7,1,a,a,0,1,16,e,b,19,c,f,0,47,i,4,b,0,3,b,3,b,1,d,a,8,b,a,b,15,15,b
25772,6,4,6,a,a,0,0,15,e,b,18,c,f,1,58,g,7,b,1,6,b,0,a,2,b,a,5,b,a,d,0,12,b
25773,3,11,10,a,a,0,0,17,e,b,9,d,f,3,39,k,6,i,0,5,a,5,b,3,b,a,11,h,a,b,15,18,a
25774,7,16,1,a,a,0,0,2,e,b,0,c,f,1,33,b,14,f,1,2,b,4,a,2,b,a,5,j,a,b,5,15,b
25775,4,18,1,a,a,0,3,1,e,b,21,d,b,1,44,r,16,i,2,0,a,5,a,1,b,a,4,g,a,b,5,18,b
25776,5,7,1,a,b,0,2,4,e,b,15,c,a,1,89,e,6,a,1,4,a,6,a,1,b,b,13,b,a,b,10,12,b
25777,4,18,10,b,a,0,3,1,d,b,10,d,f,1,38,r,9,f,6,0,a,0,a,1,b,a,6,f,g,c,10,18,b
25778,1,4,10,b,a,0,2,18,e,b,2,d,f,1,24,r,7,f,1,0,b,3,b,1,b,a,7,h,a,b,5,9,b
25779,4,8,1,b,a,0,5,1,a,b,2,c,b,1,44,b,13,a,1,0,b,2,b,1,b,a,15,b,f,b,5,3,a
25780,2,16,5,a,a,0,2,8,d,b,17,c,a,1,93,b,12,c,2,4,b,0,a,1,b,a,8,b,a,b,5,18,b
25781,1,4,10,a,a,0,3,9,d,b,14,c,f,2,29,i,10,c,4,2,a,5,a,2,b,a,8,b,a,b,15,18,b
25782,2,13,6,a,a,0,0,4,e,b,6,c,a,1,95,b,5,a,1,0,b,0,b,3,b,a,4,b,a,b,15,0,b
25783,1,16,5,b,a,0,4,14,c,b,7,c,f,0,39,b,16,f,2,0,a,2,a,1,b,a,5,b,a,b,5,18,b
25784,2,4,10,a,b,0,3,12,e,b,0,c,f,2,63,e,21,c,2,5,b,2,a,2,b,b,10,a,a,b,0,18,b
25785,3,7,6,a,a,0,5,14,c,b,16,d,a,1,77,k,16,g,1,5,a,3,b,1,b,a,15,f,a,b,5,18,b
25786,7,11,6,c,a,0,3,10,e,b,18,a,f,1,41,e,21,c,1,0,a,2,a,1,b,a,9,j,a,b,15,15,b
25787,6,17,5,a,a,0,3,18,a,b,8,d,f,1,60,m,9,i,1,3,a,1,b,1,b,a,5,h,a,b,0,9,a
25788,1,0,6,c,b,0,0,2,d,b,15,d,e,1,84,k,11,i,1,0,a,6,b,1,c,b,21,k,a,b,15,9,b
25789,4,1,5,c,a,0,1,4,c,b,5,c,f,1,27,c,6,a,2,0,a,5,a,3,b,a,9,b,a,b,10,12,b
25790,1,5,10,a,b,0,3,5,e,b,2,d,a,0,61,k,5,g,0,4,b,6,a,3,b,b,11,h,b,b,10,18,b
25791,2,8,6,a,a,0,0,6,e,b,0,d,a,1,53,k,10,i,2,1,b,5,b,3,b,a,15,f,a,b,5,18,b
25792,8,14,10,c,a,0,3,7,e,b,1,c,a,2,56,b,15,f,2,0,a,5,a,1,d,a,5,j,a,a,5,12,b
25793,1,12,10,a,a,0,3,7,d,b,17,d,h,1,73,r,11,g,3,5,a,6,b,1,b,a,10,g,a,b,15,15,b
25794,5,17,10,a,a,0,2,8,a,b,0,c,a,0,50,a,12,c,1,3,a,2,a,1,d,a,14,b,a,b,10,9,a
25795,14,19,1,a,a,0,4,12,e,b,16,d,f,0,32,n,11,i,0,1,b,5,b,1,b,a,9,f,a,b,15,15,b
25796,4,16,1,b,a,0,3,16,a,b,8,d,a,0,11,j,9,f,0,0,a,3,a,1,b,a,6,g,a,b,15,0,a
25797,2,18,1,a,a,0,3,12,e,b,16,c,a,1,43,a,11,c,1,9,a,5,a,1,b,a,16,j,a,b,5,6,b
25798,1,17,1,a,a,0,0,14,c,b,7,d,h,1,80,p,12,g,1,7,b,2,a,1,b,a,10,f,b,b,15,3,b
25799,1,17,6,a,a,0,5,12,d,b,11,c,f,2,46,i,9,b,2,5,b,2,a,2,b,a,15,b,a,b,10,12,b
